textid	text	daily_dose	dose_number	dose_unit	dose_frequency	dose_interval	choice_of_dose	dose_max_average	change_dose	dose_duration
356	"1 TABLET DAILY"	1	1	"TAB"	1	1	0	0	0	0
357	"1 TWICE A DAY WHEN REQUIRED"	2	1	""	2	1	2	0	0	0
358	"TWO FOUR TIMES A DAY WHEN REQUIRED FOR PAIN"	8	2	""	4	1	2	0	0	0
359	"ONE OR TWO WHEN REQUIRED FOUR TIMES A DAY"	6	1.5	""	4	1	2	1	0	0
360	"1 EVERY DAY FOR BLOOD PRESSURE"	1	1	""	1	1	0	0	0	0
361	"ONE TO BE TAKEN EACH MORNING"	1	1	""	1	1	0	0	0	0
362	"1 THREE TIMES DAILY"	3	1	""	3	1	0	0	0	0
363	"ONE TABLET THREE TIMES A DAY"	3	1	"TAB"	3	1	0	0	0	0
364	"AS DIRECTED WHEN REQUIRED"	0	0	""	0	0	2	0	0	0
365	"TAKE 1 TWICE A DAY"	2	1	""	2	1	0	0	0	0
366	"1 ONCE DAILY"	1	1	""	1	1	0	0	0	0
367	"1 EVERY MORNING FOR BLOOD PRESSURE"	1	1	""	1	1	0	0	0	0
368	"1 TABLET(S) AT NIGHT"	1	1	"TAB"	1	1	0	0	0	0
369	"2 PUFFS QDS"	8	2	"PUFF"	4	1	0	0	0	0
370	"INHALE 1 DOSE 3-4 TIMES/DAY"	3.5	1	""	3.5	1	1	2	0	0
371	"INHALE 2 DOSES 3 TIMES/DAY"	6	2	""	3	1	0	0	0	0
372	"1 TABLET(S) THREE TIMES A DAY"	3	1	"TAB"	3	1	0	0	0	0
373	"TAKE ONE TABLET EACH MORNING"	1	1	"TAB"	1	1	0	0	0	0
374	"3 EVERY NIGHT"	3	3	""	1	1	0	0	0	0
375	"HALF TWICE A DAY"	1	0.5	""	2	1	0	0	0	0
376	"APPLY 5 TIMES/DAY"	5	0	""	5	1	0	0	0	0
377	"TAKE 1 TABLET TWICE A DAY"	2	1	"TAB"	2	1	0	0	0	0
378	"ONE EVERY OTHER DAY"	0.5	1	""	1	2	0	0	0	0
379	"FIVE EVERY DAY"	5	5	""	1	1	0	0	0	0
380	"QDS"	4	0	""	4	1	0	0	0	0
381	"1NOCTE"	1	1	""	1	1	0	0	0	0
382	"1ML 4 TIMES/DAY"	4	1	"ML"	4	1	0	0	0	0
383	"1 TWICE A DAY AFTER FOOD"	2	1	""	2	1	0	0	0	0
384	"ASDIR"	0	0	""	0	0	0	0	0	0
385	"2X5ML SPOON TWICE DAILY"	20	10	"ML"	2	1	0	0	0	0
386	"10ML TWICE DAILY"	20	10	"ML"	2	1	0	0	0	0
387	"TWO UP TO FOUR TIMES A DAY WHEN REQUIRED"	8	2	""	4	1	2	1	0	0
388	"ONE FOUR TIMES A DAY BEFORE FOOD"	4	1	""	4	1	0	0	0	0
389	"ONE PUFF WHEN REQUIRED"	0	1	"PUFF"	1	0	2	0	0	0
390	"2 WHEN REQUIRED"	0	2	""	1	0	2	0	0	0
391	"ONE PUFF TWICE DAILY"	2	1	"PUFF"	2	1	0	0	0	0
392	"2 QDS"	8	2	""	4	1	0	0	0	0
393	"USE TWICE A DAY"	2	0	""	2	1	0	0	0	0
394	"ONE THREE TIMES DAILY"	3	1	""	3	1	0	0	0	0
395	"6 DAILY"	6	6	""	1	1	0	0	0	0
396	"1-2 THREE TIMES A DAY WHEN REQUIRED"	4.5	1.5	""	3	1	2	2	0	0
397	"A HALF TWICE A DAY"	1	0.5	""	2	1	0	0	0	0
398	"~~~~~"	0	0	""	0	0	0	0	0	0
399	"1QDS"	4	1	""	4	1	0	0	0	0
400	"ONE"	0	1	""	1	0	0	0	0	0
401	"2 PUFF(S) FOUR TIMES A DAY"	8	2	"PUFF"	4	1	0	0	0	0
402	"- AS DIRECTED"	0	0	""	0	0	0	0	0	0
403	"FOUR DAILY"	4	4	""	1	1	0	0	0	0
404	"1 TO BE TAKEN DAILY"	1	1	""	1	1	0	0	0	0
405	"USE WHEN REQUIRED"	0	0	""	0	0	2	0	0	0
406	"TWO PUFF TWICE A DAY TO EACH NOSTRIL"	8	2	"PUFF"	2	1	0	0	0	0
407	"TWICE A DAY AS DIRECTED"	2	0	""	2	1	0	0	0	0
408	"TO BE APPLIED THREE TIMES A DAY WHEN REQUIRED"	3	0	""	3	1	2	0	0	0
409	"FOUR EVERY NIGHT"	4	4	""	1	1	0	0	0	0
410	"1 EVERY NIGHT FOR CHOLESTEROL"	1	1	""	1	1	0	0	0	0
411	"TAKE ONE NOCTE"	1	1	""	1	1	0	0	0	0
412	"ONE DAILY AS DIRECTED"	1	1	""	1	1	0	0	0	0
413	"TWO 5ML SPOONSFUL TO BE TAKEN THREE TIMES A DAY WHEN REQUIRED"	30	10	"ML"	3	1	2	0	0	0
414	"ONE TABLET IN THE MORNING"	1	1	"TAB"	1	1	0	0	0	0
415	"5ML FOUR TIMES A DAY WHEN REQUIRED"	20	5	"ML"	4	1	2	0	0	0
416	"6 EVERY DAY"	6	6	""	1	1	0	0	0	0
417	"ONE 5ML SPOONSFUL TO BE TAKEN EVERY NIGHT"	5	5	"ML"	1	1	0	0	0	0
418	"TAKE 1 AT NIGHT"	1	1	""	1	1	0	0	0	0
419	"TWO DROPS TWICE DAILY"	4	2	"DROPS"	2	1	0	0	0	0
420	"FOUR PUFF TWICE A DAY"	8	4	"PUFF"	2	1	0	0	0	0
421	"5ML TWICE A DAY"	10	5	"ML"	2	1	0	0	0	0
422	"ONE DAILY FOR BLOOD PRESSURE"	1	1	""	1	1	0	0	0	0
423	"ONE TABLET(S) TWICE A DAY"	2	1	"TAB"	2	1	0	0	0	0
424	"1-2 EVERY NIGHT"	1.5	1.5	""	1	1	1	2	0	0
425	"TAKE ONE TABLET TWICE A DAY"	2	1	"TAB"	2	1	0	0	0	0
426	"1DAILY"	1	1	""	1	1	0	0	0	0
427	"QID"	4	0	""	4	1	0	0	0	0
428	"1 TAB THREE TIMES DAILY"	3	1	"TAB"	3	1	0	0	0	0
429	"TO BE APPLIED TO THE AFFECTED PART"	0	0	""	0	0	0	0	0	0
430	"~~~"	0	0	""	0	0	0	0	0	0
431	"1 CAP 3 TIMES DAILY"	3	1	"CAP"	3	1	0	0	0	0
432	"ONE DISSOLVED UNDER THE TONGUE WHEN REQUIRED"	0	1	""	1	0	2	0	0	0
433	"2X5ML SPOON 3 TIMES/DAY"	30	10	"ML"	3	1	0	0	0	0
434	"TWICE A DAY SPARINGLY"	2	0	""	2	1	0	0	0	0
435	"ONE TO BE TAKEN EACH DAY"	1	1	""	1	1	0	0	0	0
436	"3 TWICE A DAY"	6	3	""	2	1	0	0	0	0
437	"APPLY 1-2 TIMES/DAY"	1.5	0	""	1.5	1	1	2	0	0
438	"TO BE APPLIED TO THE AFFECTED PART SPARINGLY TWICE A DAY"	2	0	""	2	1	0	0	0	0
439	"ONE OR TWO PUFF FOUR TIMES A DAY"	6	1.5	"PUFF"	4	1	1	2	0	0
440	"1X5ML SPOON DAILY"	5	5	"ML"	1	1	0	0	0	0
441	"2 MANE"	2	2	""	1	1	0	0	0	0
442	"1 OR 2 FOUR TIMES A DAY"	6	1.5	""	4	1	1	2	0	0
443	"1MANE"	1	1	""	1	1	0	0	0	0
444	"TAKE ONE FOUR TIMES A DAY"	4	1	""	4	1	0	0	0	0
445	"TAKE ONE DAILY WHEN REQUIRED"	1	1	""	1	1	2	0	0	0
446	"TO BE APPLIED EVERY DAY"	1	0	""	1	1	0	0	0	0
447	"HALF DAILY"	0.5	0.5	""	1	1	0	0	0	0
448	"ONE 5ML SPOONSFUL TO BE TAKEN THREE TIMES A DAY WHEN REQUIRED"	15	5	"ML"	3	1	2	0	0	0
449	"2PUFFS QDS"	8	2	"PUFF"	4	1	0	0	0	0
450	"ONE TABLET(S) IN THE MORNING"	1	1	"TAB"	1	1	0	0	0	0
451	"10ML THREE TIMES A DAY"	30	10	"ML"	3	1	0	0	0	0
452	"TWO 5ML SPOONSFUL TO BE TAKEN EVERY DAY"	10	10	"ML"	1	1	0	0	0	0
453	"1-2 THREE TIMES A DAY"	4.5	1.5	""	3	1	1	2	0	0
454	"TWO EVERY MORNING ONE EVERY NIGHT"	3	2	""	1.5	1	0	0	0	0
455	"5MLS FOUR TIMES A DAY"	20	5	"ML"	4	1	0	0	0	0
456	"TWO PUFF EVERY FOUR HOURS WHEN REQUIRED"	12	2	"PUFF"	1	0.1666667	2	0	0	0
457	"UP TO TWO FOUR TIMES A DAY"	8	2	""	4	1	0	1	0	0
458	"TAKE ONE TABLET EVERY DAY"	1	1	"TAB"	1	1	0	0	0	0
459	"ONE TO BE TAKEN THREE TIMES DAILY"	3	1	""	3	1	0	0	0	0
460	"2PUFFSQDS"	8	2	"PUFF"	4	1	0	0	0	0
461	"1 THREE TIMES A DAY WITH FOOD"	3	1	""	3	1	0	0	0	0
462	"1 AT NIGHT FOR CHOLESTEROL"	1	1	""	1	1	0	0	0	0
463	"ONE 5ML SPOONSFUL TO BE TAKEN EVERY DAY"	5	5	"ML"	1	1	0	0	0	0
464	"TO BE APPLIED SPARINGLY TWICE A DAY"	2	0	""	2	1	0	0	0	0
465	"ONE AT NIGHT FOR CHOLESTEROL"	1	1	""	1	1	0	0	0	0
466	"2X5ML SPOON AT NIGHT"	10	10	"ML"	1	1	0	0	0	0
467	"2 PUFF TWICE A DAY"	4	2	"PUFF"	2	1	0	0	0	0
468	"ONE EVERY MORNING WITH MEALS"	1	1	""	1	1	0	0	0	0
469	"AS DIRECTED BY HOSPITAL"	0	0	""	0	0	0	0	0	0
470	"1 PUFF(S) TWICE A DAY"	2	1	"PUFF"	2	1	0	0	0	0
471	"ONE PUFF FOUR TIMES A DAY"	4	1	"PUFF"	4	1	0	0	0	0
472	"TWO AS DIRECTED"	0	2	""	1	0	0	0	0	0
473	"2PUFFBD"	4	2	"PUFF"	2	1	0	0	0	0
474	"TWO DROPS FOUR TIMES A DAY"	8	2	"DROPS"	4	1	0	0	0	0
475	"2 QDS PRN"	8	2	""	4	1	2	0	0	0
476	"TO BE APPLIED TO THE AFFECTED PART AS DIRECTED"	0	0	""	0	0	0	0	0	0
477	"ONE OR TWO AT NIGHT WHEN REQUIRED"	1.5	1.5	""	1	1	2	2	0	0
478	"1 TWICE A DAY WITH MEALS"	2	1	""	2	1	0	0	0	0
479	"APPLY BD"	2	0	""	2	1	0	0	0	0
480	"SIX DAILY"	6	6	""	1	1	0	0	0	0
481	"TAKE 1 THREE TIMES A DAY"	3	1	""	3	1	0	0	0	0
482	"1 EVERY MORNING AFTER FOOD"	1	1	""	1	1	0	0	0	0
483	"TO BE APPLIED TWICE A DAY WHEN REQUIRED"	2	0	""	2	1	2	0	0	0
484	"TAKE ONE 3 TIMES/DAY WITH FOOD"	3	1	""	3	1	0	0	0	0
485	"TWO EVERY NIGHT WHEN REQUIRED"	2	2	""	1	1	2	0	0	0
486	"5 ML FOUR TIMES A DAY"	20	5	"ML"	4	1	0	0	0	0
487	"ONE NOCTE"	1	1	""	1	1	0	0	0	0
488	"1 THREE TIMES A DAY BEFORE FOOD"	3	1	""	3	1	0	0	0	0
489	"TAKE THREE AT NIGHT"	3	3	""	1	1	0	0	0	0
490	"2.5MLS TWICE A DAY"	5	2.5	"ML"	2	1	0	0	0	0
491	"TAKE ONE DAILY AFTER FOOD"	1	1	""	1	1	0	0	0	0
492	"ONE DAY"	1	1	""	1	1	0	0	0	0
493	"1MLS"	0	1	"ML"	1	0	0	0	0	0
494	"2QDS"	8	2	""	4	1	0	0	0	0
495	"ONE DROPS TO EACH EYE TWICE A DAY"	4	1	"DROPS"	2	1	0	0	0	0
496	"ONE TWICE A DAY AS DIRECTED"	2	1	""	2	1	0	0	0	0
497	"1 TAB TID"	3	1	"TAB"	3	1	0	0	0	0
498	"2 ON"	2	2	""	1	1	0	0	0	0
499	"ONE OR TWO PUFF WHEN REQUIRED"	0	1.5	"PUFF"	1	0	2	2	0	0
500	"~~~~~~~~"	0	0	""	0	0	0	0	0	0
501	"AS DIRECTED SLS"	0	0	""	0	0	0	0	0	0
502	"ONE DROPS TWICE A DAY"	2	1	"DROPS"	2	1	0	0	0	0
503	"10MLS TWICE A DAY"	20	10	"ML"	2	1	0	0	0	0
504	"TAKE TWO AS DIRECTED"	0	2	""	1	0	0	0	0	0
505	"4 EVERY DAY"	4	4	""	1	1	0	0	0	0
506	"EIGHT EVERY DAY"	8	8	""	1	1	0	0	0	0
507	"FIVE DAILY"	5	5	""	1	1	0	0	0	0
508	"TAKE ONE DAILY AS DIRECTED"	1	1	""	1	1	0	0	0	0
509	"TAKE 1 TABLET THREE TIMES A DAY"	3	1	"TAB"	3	1	0	0	0	0
510	"0.5ML DOSE AS DIRECTED"	0	0.5	"ML"	1	0	0	0	0	0
511	"TO BE APPLIED TO THE AFFECTED PART FOUR TIMES A DAY"	4	0	""	4	1	0	0	0	0
512	"1 TABLET(S) EVERY MORNING"	1	1	"TAB"	1	1	0	0	0	0
513	"EVERY DAY WHEN REQUIRED"	1	0	""	1	1	2	0	0	0
514	"2 FOUR TIMES A DAY WHEN REQUIRED FOR PAIN"	8	2	""	4	1	2	0	0	0
515	"TWO 5ML SPOONSFUL TO BE TAKEN AFTER FOOD AND EVERY NIGHT"	40	10	"ML"	4	1	0	0	0	0
516	"TAKE ONE EACH MORNING FOR BLOOD PRESSURE"	1	1	""	1	1	0	0	0	0
517	"TAKE ONE 3 TIMES/DAY WITH MEALS"	3	1	""	3	1	0	0	0	0
518	"1-2 WHEN REQUIRED FOUR TIMES A DAY"	6	1.5	""	4	1	2	1	0	0
519	"5 MLS THREE TIMES A DAY"	15	5	"ML"	3	1	0	0	0	0
520	"ONE OR TWO DAILY"	1.5	1.5	""	1	1	1	2	0	0
521	"TWO EVERY FOUR HOURS WHEN REQUIRED"	12	2	""	1	0.1666667	2	0	0	0
522	"2 TWICE DAILY"	4	2	""	2	1	0	0	0	0
523	"2 PUFFS TAKE AS REQUIRED"	0	2	"PUFF"	1	0	2	0	0	0
524	"FOUR 5ML SPOONSFUL TO BE TAKEN TWICE A DAY"	40	20	"ML"	2	1	0	0	0	0
525	"ONE THREE TIMES A DAY AS DIRECTED"	3	1	""	3	1	0	0	0	0
526	"TAKE ONE NIGHT&MORNING"	2	1	""	2	1	0	0	0	0
527	"THREE TIMES DAILY"	3	0	""	3	1	0	0	0	0
528	"ONE CAPSULE EVERY MORNING"	1	1	"CAP"	1	1	0	0	0	0
529	"ONE 5ML SPOONSFUL TO BE TAKEN AT NIGHT"	5	5	"ML"	1	1	0	0	0	0
530	"TWO TO BE TAKEN DAILY"	2	2	""	1	1	0	0	0	0
531	"TO BE APPLIED TWICE A DAY SPARINGLY"	2	0	""	2	1	0	0	0	0
532	"2ON"	2	2	""	1	1	0	0	0	0
533	"ONE OR TWO 5ML SPOONSFUL TO BE TAKEN WHEN REQUIRED"	0	7.5	"ML"	1	0	2	2	0	0
534	"ONE  EACH MORNING"	1	1	""	1	1	0	0	0	0
535	"TAKE 2 EACH MORNING"	2	2	""	1	1	0	0	0	0
536	"ONE EVERY DAY DISSOLVED IN WATER"	1	1	""	1	1	0	0	0	0
537	"FOUR TIMES A DAY TO EACH EYE"	8	0	""	4	1	0	0	0	0
538	"1 THREE TIMES A DAY AFTER FOOD WHEN REQUIRED"	3	1	""	3	1	2	0	0	0
539	"TAKE 1 EACH MORNING"	1	1	""	1	1	0	0	0	0
540	"2TDS"	6	2	""	3	1	0	0	0	0
541	"ONE OR TWO EVERY SIX HOUR WHEN REQUIRED"	6	1.5	""	1	0.25	2	2	0	0
542	"THREE THREE TIMES A DAY"	9	3	""	3	1	0	0	0	0
543	"TAKE 3 DAILY"	3	3	""	1	1	0	0	0	0
544	"TAKE 1 OR 2 DAILY"	1.5	1.5	""	1	1	1	2	0	0
545	"TAKE ONE OR TWO FOUR TIMES/DAY"	6	1.5	""	4	1	1	2	0	0
546	"1 DAILY WITH FOOD"	1	1	""	1	1	0	0	0	0
547	"INHALE 2 DOSES ONCE DAILY"	2	2	""	1	1	0	0	0	0
548	"ONE OR TWO 5ML SPOONSFUL TO BE TAKEN FOUR TIMES A DAY"	30	7.5	"ML"	4	1	1	2	0	0
549	"1X5ML SPOON TWICE DAILY"	10	5	"ML"	2	1	0	0	0	0
550	"2 TABS IN THE MORNING"	2	2	"TAB"	1	1	0	0	0	0
551	"INHALE TWO DOSES TWICE DAILY"	4	2	""	2	1	0	0	0	0
552	"USE 3 TIMES/DAY"	3	0	""	3	1	0	0	0	0
553	"TWO EVERY SIX HOUR WHEN REQUIRED"	8	2	""	1	0.25	2	0	0	0
554	"TAKE ONE DAILY TO LOWER BLOOD PRESSURE"	1	1	""	1	1	0	0	0	0
555	"2 PUFF(S) EVERY FOUR HOURS WHEN REQUIRED"	12	2	"PUFF"	1	0.1666667	2	0	0	0
556	"TAKE EVERY DAY"	1	0	""	1	1	0	0	0	0
557	"APPLY WEEKLY"	0.1428571	0	""	1	7	0	0	0	0
558	"EVERY NIGHT WHEN REQUIRED"	1	0	""	1	1	2	0	0	0
559	"2 PUFFS AS DIRECTED"	0	2	"PUFF"	1	0	0	0	0	0
560	"TAKE 1 OR 2 AS NEEDED"	0	1.5	""	1	0	2	2	0	0
561	"2 DROPS FOUR TIMES A DAY"	8	2	"DROPS"	4	1	0	0	0	0
562	"10ML FOUR TIMES A DAY WHEN REQUIRED"	40	10	"ML"	4	1	2	0	0	0
563	"TAKE ONE 4 TIMES A DAY"	4	1	""	4	1	0	0	0	0
564	"1 OR 2 AT NIGHT"	1.5	1.5	""	1	1	1	2	0	0
565	"TAKE ONE TDS"	3	1	""	3	1	0	0	0	0
566	"1 M"	1	1	""	1	1	0	0	0	0
567	"TAKE ONE EACH DAY"	1	1	""	1	1	0	0	0	0
568	"TWO IMMEDIATELY ONE EVERY DAY"	1	1	""	1	1	0	0	0	0
569	"THREE IN THE MORNING"	3	3	""	1	1	0	0	0	0
570	"1 PRN"	0	1	""	1	0	2	0	0	0
571	"TWO DROPS EVERY 3 HRS"	16	2	"DROPS"	1	0.125	0	0	0	0
572	"TAKE HALF DAILY"	0.5	0.5	""	1	1	0	0	0	0
573	"10ML FOUR TIMES A DAY"	40	10	"ML"	4	1	0	0	0	0
574	"THREE PUFF TWICE A DAY"	6	3	"PUFF"	2	1	0	0	0	0
575	"1DLY"	1	1	""	1	1	0	0	0	0
576	"APPLY 2 TIMES/DAY"	2	0	""	2	1	0	0	0	0
577	"TAKE 1 TABLET AT NIGHT"	1	1	"TAB"	1	1	0	0	0	0
578	"ONE OR TWO EVERY FOUR HOURS WHEN REQUIRED"	9	1.5	""	1	0.1666667	2	2	0	0
579	"ONE PUFF FOUR TIMES A DAY WHEN REQUIRED"	4	1	"PUFF"	4	1	2	0	0	0
580	"TWO 5ML SPOONSFUL TO BE TAKEN FOUR TIMES A DAY AFTER FOOD"	40	10	"ML"	4	1	0	0	0	0
581	"ON"	1	0	""	1	1	0	0	0	0
582	"1-2 FOUR TIMES A DAY WHEN REQUIRED FOR PAIN"	6	1.5	""	4	1	2	2	0	0
583	"ONE TO BE TAKEN EVERY DAY"	1	1	""	1	1	0	0	0	0
584	"ONE TO BE TAKEN EVERY MORNING"	1	1	""	1	1	0	0	0	0
585	"10 ML TWICE A DAY"	20	10	"ML"	2	1	0	0	0	0
586	"NOCTE"	1	0	""	1	1	0	0	0	0
587	"ONE TDS"	3	1	""	3	1	0	0	0	0
588	"1-2 QDS PRN"	6	1.5	""	4	1	2	2	0	0
589	"USE"	0	0	""	0	0	0	0	0	0
590	"1-2 WHEN REQUIRED"	0	1.5	""	1	0	2	2	0	0
591	"2 OM"	2	2	""	1	1	0	0	0	0
592	"2 PUFF WHEN REQUIRED"	0	2	"PUFF"	1	0	2	0	0	0
593	"TWO 5ML SPOONSFUL TO BE TAKEN TWICE A DAY WHEN REQUIRED"	20	10	"ML"	2	1	2	0	0	0
594	"QUANTITY"	0	0	""	0	0	0	0	0	0
595	"ONE EVERY MORNING WHEN REQUIRED"	1	1	""	1	1	2	0	0	0
596	"AS SHOWN EVERY NIGHT THE PACK"	1	0	""	1	1	0	0	0	0
597	"TO EACH EYE TWICE A DAY"	4	0	""	2	1	0	0	0	0
598	"1 IMMEDIATELY"	1	1	""	1	1	0	0	0	1
599	"ONE TABLET(S) DAILY"	1	1	"TAB"	1	1	0	0	0	0
600	"1MLS FOUR TIMES A DAY"	4	1	"ML"	4	1	0	0	0	0
601	"TWO EVERY FOUR HOURS UP TO EIGHT EVERY DAY"	10	2	""	1	0.2	0	2	0	0
602	"2 TABS AT NIGHT"	2	2	"TAB"	1	1	0	0	0	0
603	"ONE OR TWO FOUR TIMES A DAY FOR PAIN"	6	1.5	""	4	1	1	2	0	0
604	"TAKE 1 EVERY MORNING"	1	1	""	1	1	0	0	0	0
605	"1 EARLY EVENING"	1	1	""	1	1	0	0	0	0
606	"USE THREE TIMES A DAY"	3	0	""	3	1	0	0	0	0
607	"ONE EACH NIGHT"	1	1	""	1	1	0	0	0	0
608	"TAKE ONE DAILY FOR BP"	1	1	""	1	1	0	0	0	0
609	"THREE TIMES A DAY WITH MEALS"	3	0	""	3	1	0	0	0	0
610	"1 CAP TWICE DAILY"	2	1	"CAP"	2	1	0	0	0	0
611	"TAKE ONE EVERY TWELVE HOURS"	2	1	""	1	0.5	0	0	0	0
612	"2.5MLS FOUR TIMES A DAY"	10	2.5	"ML"	4	1	0	0	0	0
613	"ONE TABLET TWICE DAILY"	2	1	"TAB"	2	1	0	0	0	0
614	"TAKE ONE DAILY AT NIGHT"	1	1	""	1	1	0	0	0	0
615	"UP TO"	0	0	""	0	0	0	1	0	0
616	"TAKE 1 OR 2  3 TIMES/DAY"	4.5	1.5	""	3	1	1	2	0	0
617	"TO BE APPLIED EVERY NIGHT"	1	0	""	1	1	0	0	0	0
618	"ONE DROP EVERY 12 HRS"	2	1	"DROPS"	1	0.5	0	0	0	0
619	"ONE OR TWO EVERY MORNING"	1.5	1.5	""	1	1	1	2	0	0
620	"ONE DROPS FOUR TIMES A DAY"	4	1	"DROPS"	4	1	0	0	0	0
621	"USE BD"	2	0	""	2	1	0	0	0	0
622	"ONE IN THE MORNING TWO AT NIGHT"	3	1	""	3	1	0	0	0	0
623	"2 PUFF(S) TO EACH NOSTRIL TWICE A DAY"	8	2	"PUFF"	2	1	0	0	0	0
624	"2 A DAY"	2	2	""	1	1	0	0	0	0
625	"TWICE A DAY AFTER FOOD"	2	0	""	2	1	0	0	0	0
626	"2 TABS TWICE DAILY"	4	2	"TAB"	2	1	0	0	0	0
627	"2 TABS 4 TIMES DAILY"	8	2	"TAB"	4	1	0	0	0	0
628	"1 TAB TDS"	3	1	"TAB"	3	1	0	0	0	0
629	"8 DAILY"	8	8	""	1	1	0	0	0	0
630	"10M"	10	10	""	1	1	0	0	0	0
631	"INHALE TWO DOSES AS NEEDED"	0	0	""	0	0	2	0	0	0
632	"1 TABLET TWICE A DAY"	2	1	"TAB"	2	1	0	0	0	0
633	"TAKE ONE OR TWO DAILY"	1.5	1.5	""	1	1	1	2	0	0
634	"1 DAILY FOR BLOOD PRESSURE"	1	1	""	1	1	0	0	0	0
635	"3 OD"	3	3	""	1	1	0	0	0	0
636	"ONE OR TWO TO BE TAKEN UP TO FOUR TIMES A DAY WHEN REQUIRED FOR 'PAIN"	6	1.5	""	4	1	2	1	0	0
637	"TWO TWICE A DAY WHEN REQUIRED"	4	2	""	2	1	2	0	0	0
638	"1 PUFF BD"	2	1	"PUFF"	2	1	0	0	0	0
639	"TAKE 1 EVERY NIGHT"	1	1	""	1	1	0	0	0	0
640	"TAKE 2 4 TIMES/DAY"	8	2	""	4	1	0	0	0	0
641	"PERSONALLY ADMINISTERED"	0	0	""	0	0	0	0	0	0
642	"1 EVERY DAY WITH FOOD"	1	1	""	1	1	0	0	0	0
643	"1 EACH EVENING"	1	1	""	1	1	0	0	0	0
644	"TWO TWICE DAILY"	4	2	""	2	1	0	0	0	0
645	"ONE DROP EVERY 4 HRS"	6	1	"DROPS"	1	0.1666667	0	0	0	0
646	"IM"	0	0	""	0	0	0	0	0	0
647	"2 FOUR TIMES A DAY WHEN REQUIRED FOR FOR PAIN"	8	2	""	4	1	2	0	0	0
648	"FIVE THREE TIMES A DAY"	15	5	""	3	1	0	0	0	0
649	"TWO TO BE INHALED TWICE A DAY"	4	2	""	2	1	0	0	0	0
650	"FOUR AT NIGHT"	4	4	""	1	1	0	0	0	0
651	"UP TO TWO FOUR TIMES A DAY FOR PAIN"	8	2	""	4	1	0	1	0	0
652	"1 TABLET AT NIGHT"	1	1	"TAB"	1	1	0	0	0	0
653	"ONE OR TWO PUFF TWICE A DAY"	3	1.5	"PUFF"	2	1	1	2	0	0
654	"0.5ML"	0	0.5	"ML"	1	0	0	0	0	0
655	"1 CAP AT NIGHT"	1	1	"CAP"	1	1	0	0	0	0
656	"TAKE ONE TABLET AT NIGHT"	1	1	"TAB"	1	1	0	0	0	0
657	"TO BE APPLIED FOUR TIMES A DAY WHEN REQUIRED"	4	0	""	4	1	2	0	0	0
658	"1 DAILY AS DIRECTED"	1	1	""	1	1	0	0	0	0
659	"TAKE TWO ONCE DAILY"	2	2	""	1	1	0	0	0	0
660	"APPLY SPARINGLY TWICE A DAY"	2	0	""	2	1	0	0	0	0
661	"TAKE 2 FOUR TIMES A DAY"	8	2	""	4	1	0	0	0	0
662	"TWO FOUR TIMES A DAY FOR PAIN"	8	2	""	4	1	0	0	0	0
663	"TAKE 2 THREE TIMES A DAY"	6	2	""	3	1	0	0	0	0
664	"TAKE ONE MANE"	1	1	""	1	1	0	0	0	0
665	"TWO PUFFS FOUR TIMES A DAY"	8	2	"PUFF"	4	1	0	0	0	0
666	"3 NOCTE"	3	3	""	1	1	0	0	0	0
667	"TWO EVERY DAY AFTER FOOD"	2	2	""	1	1	0	0	0	0
668	"EVERY DAY AS DIRECTED"	1	0	""	1	1	0	0	0	0
669	"TWO EVERY EIGHT HOUR WHEN REQUIRED"	6	2	""	1	0.3333333	2	0	0	0
670	"TAKE ONE 2-3 TIMES/DAY"	2.5	1	""	2.5	1	1	2	0	0
671	"15ML EVERY 3 HRS"	120	15	"ML"	1	0.125	0	0	0	0
672	"1.5 EVERY DAY"	1.5	1.5	""	1	1	0	0	0	0
673	"ONE DAILY WHEN REQUIRED"	1	1	""	1	1	2	0	0	0
674	"APPLY 3 TIMES DAILY"	3	0	""	3	1	0	0	0	0
675	"ONE TO BE TAKEN ONCE A DAY"	1	1	""	1	1	0	0	0	0
676	"1 - DAILY"	1	1	""	1	1	0	0	0	0
677	"1-2 DAILY"	1.5	1.5	""	1	1	1	2	0	0
678	"ONE THREE TIMES A DAY WITH MEALS WHEN REQUIRED"	3	1	""	3	1	2	0	0	0
679	"TWO FOUR TIMES A DAY WHEN REQUIRED FOR FOR PAIN"	8	2	""	4	1	2	0	0	0
680	"15ML TWICE A DAY"	30	15	"ML"	2	1	0	0	0	0
681	"HALF EVERY MORNING"	0.5	0.5	""	1	1	0	0	0	0
682	"USE 4 TIMES/DAY"	4	0	""	4	1	0	0	0	0
683	"ONE EACH EVENING"	1	1	""	1	1	0	0	0	0
684	"TWO THREE TIMES A DAY FOR PAIN"	6	2	""	3	1	0	0	0	0
685	"TAKE 1 OR 2 EACH MORNING"	1.5	1.5	""	1	1	1	2	0	0
686	"APPLY THREE TIMES A DAY WHEN REQUIRED"	3	0	""	3	1	2	0	0	0
687	"TWO 5ML SPOONSFUL TO BE TAKEN AFTER FOOD"	30	10	"ML"	3	1	0	0	0	0
688	"TWO AT NIGHT WHEN REQUIRED"	2	2	""	1	1	2	0	0	0
689	"ONE EVERY DAY TO LOWER BLOOD PRESSURE"	1	1	""	1	1	0	0	0	0
